loss,mape,val_loss,val_mape
0.009453387930989265,1603876.625,0.005454310216009617,1931570.0
0.005598180461674929,1431346.125,0.005392380990087986,1840409.5
0.005149935372173786,1376649.875,0.004995111841708422,1796880.125
0.004837079904973507,1357125.125,0.005787278525531292,1590576.375
0.0043937088921666145,1315986.75,0.004295016638934612,1676298.125
0.003948650788515806,1290463.125,0.004048090428113937,1535963.125
0.0037502541672438383,1247068.125,0.0038968755397945642,1415938.625
0.003483307547867298,1218862.75,0.0038690026849508286,1320680.125
0.003285415470600128,1212699.875,0.0035411869175732136,1334981.25
0.003127055475488305,1166158.0,0.0035507383290678263,1242287.875
0.0030060927383601665,1162810.125,0.003394979052245617,1251366.625
0.002894277684390545,1126895.375,0.003207483794540167,1326479.5
0.002854913007467985,1137369.5,0.0031302273273468018,1268196.75
0.0027846849989145994,1121241.75,0.003195416182279587,1288417.25
0.0027786800637841225,1118472.0,0.0031011628452688456,1201283.0
0.002728102495893836,1099629.875,0.0032237335108220577,1164151.75
0.0027458122931420803,1120403.125,0.0030937939882278442,1185312.375
0.00271020014770329,1093376.25,0.0030973870307207108,1173448.0
0.0027115866541862488,1102425.625,0.003040857147425413,1187810.625
0.0026861275546252728,1089703.75,0.003076946595683694,1211575.875
0.002704571932554245,1090817.5,0.0031740041449666023,1186452.125
0.0026874751783907413,1089007.25,0.0030172443948686123,1185218.0
0.0026832937728613615,1086669.25,0.003152762074023485,1114465.625
0.0026666566263884306,1066657.0,0.0031247662845999002,1170309.0
0.0026827084366232157,1090385.5,0.003025434212759137,1152598.125
0.0026620097924023867,1077333.125,0.0030141007155179977,1166468.5
0.0026704941410571337,1087375.5,0.0031076865270733833,1139458.0
0.00268626119941473,1085003.5,0.00303562986664474,1231198.375
0.0026523699052631855,1074570.25,0.0030751817394047976,1156831.375
0.0026722170878201723,1097308.625,0.0031139447819441557,1141121.125
0.0026524134445935488,1065573.0,0.003038572147488594,1204726.25
0.0026639001443982124,1091413.25,0.0029989161994308233,1149486.0
0.002657113829627633,1067345.25,0.0030214530415832996,1189050.375
0.002654125913977623,1071653.125,0.003089622361585498,1094401.375
0.002636401914060116,1064020.375,0.003052887273952365,1106473.125
0.0026582928840070963,1091413.75,0.0029893380124121904,1159621.75
0.0026614670641720295,1067611.25,0.0030303853563964367,1135591.5
0.0026460723020136356,1059072.25,0.0031495399307459593,1199789.375
0.002659381600096822,1080988.75,0.0030178080778568983,1154622.5
0.0026371441781520844,1073163.0,0.0030272749718278646,1175870.375
0.002663325285539031,1083601.875,0.003065379336476326,1214995.75
0.0026519191451370716,1075513.125,0.0029986489098519087,1137970.0
0.0026344042271375656,1055943.625,0.003033609827980399,1220754.0
0.002622050466015935,1075168.25,0.003079518675804138,1092871.625
0.002615351229906082,1082299.75,0.0029949538875371218,1174036.0
0.0026219189167022705,1060789.875,0.003081820672377944,1088961.375
0.0026471817400306463,1073454.625,0.002987777581438422,1173676.625
0.0026495670899748802,1075792.5,0.0030198125168681145,1110079.75
0.0026239834260195494,1064142.0,0.0030111772939562798,1140511.875
0.0026272006798535585,1068340.875,0.00314616528339684,1180939.125
0.0026144981384277344,1055587.875,0.0031196230556815863,1145100.5
0.002611073199659586,1053820.375,0.002992906142026186,1175117.875
0.0026166888419538736,1063597.75,0.002998354844748974,1125859.75
0.00259938626550138,1066783.625,0.003005326259881258,1163778.0
0.0026054142508655787,1050027.125,0.003023633500561118,1102822.25
0.002616189420223236,1064687.25,0.0030569429509341717,1080355.0
0.0026184492744505405,1069619.875,0.0030609890818595886,1147002.625
0.002631214214488864,1065971.625,0.002986471401527524,1141522.0
0.0026107383891940117,1060064.375,0.003098255954682827,1218204.375
0.002612591255456209,1068415.375,0.0031277877278625965,1168969.125
0.0025977459736168385,1058989.375,0.0031661975663155317,1156013.0
0.002620757557451725,1076002.0,0.002979198470711708,1143452.0
0.0025931703858077526,1061972.25,0.003015542635694146,1157128.125
0.0026303736958652735,1076021.5,0.002977090422064066,1132549.25
0.0025945024099200964,1059656.0,0.003002569545060396,1168667.0
0.0026102240663021803,1094366.0,0.0030486949253827333,1074941.375
0.0025925401132553816,1049988.125,0.0029539891984313726,1151492.5
0.0025890800170600414,1066868.875,0.003041038056835532,1157499.75
0.0025941943749785423,1055022.375,0.002965276362374425,1117399.375
0.0026164359878748655,1077624.375,0.0029690538067370653,1091359.5
0.0025976989418268204,1065888.25,0.00297237909398973,1125418.375
0.002579216379672289,1040917.625,0.0030503817833960056,1073310.125
0.0025939359329640865,1059210.25,0.003017053008079529,1113636.75
0.0025839617010205984,1051564.0,0.002975995186716318,1142359.625
0.0025889442767947912,1074399.625,0.00297834281809628,1125318.125
0.0026008961722254753,1062705.75,0.0029873743187636137,1179561.5
0.0025970248971134424,1072004.375,0.0030041474383324385,1114060.125
0.0025994444731622934,1061514.375,0.0030297546181827784,1088641.625
0.0025891498662531376,1057412.625,0.003016752889379859,1170288.875
0.0025886166840791702,1075489.5,0.00295570632442832,1139799.0
0.0026026489213109016,1079573.375,0.002961175050586462,1109108.25
